ID,Name,Year,PhotoFilename,AdvTeacher,Tags
72635489,Gepetto,12,gepetto.jpg,Cogsworth,gepetto@disneyhigh.edu DisneyDemo
63548180,"Fredricksen, Carl",12,fredricksencarl.jpg,Cogsworth,fredricksencarl@disneyhigh.edu DisneyDemo
54817271,Merlin,12,merlin.jpg,Cogsworth,merlin@disneyhigh.edu DisneyDemo
48172643,"Mim, Madam",12,mimmadam.jpg,Cogsworth,mimmadam@disneyhigh.edu DisneyDemo
81726363,Yzma,12,yzma.jpg,Cogsworth,yzma@disneyhigh.edu DisneyDemo
72635490,Pacha,11,pacha.jpg,Archimedes,pacha@disneyhigh.edu DisneyDemo
63548181,Kronk,11,kronk.jpg,Archimedes,kronk@disneyhigh.edu DisneyDemo
54817272,Kuzco,10,kuzco.jpg,Mama Odie,kuzco@disneyhigh.edu DisneyDemo
48172644,Ariel,9,ariel.jpg,Grandmother Fa,ariel@disneyhigh.edu DisneyDemo
81726364,"White, Snow",9,whitesnow.jpg,Grandmother Fa,whitesnow@disneyhigh.edu DisneyDemo
72635491,Aurora,9,aurora.jpg,Grandmother Fa,aurora@disneyhigh.edu DisneyDemo
63548182,Cinderella,10,cinderella.jpg,Mama Odie,cinderella@disneyhigh.edu DisneyDemo
54817273,Belle,10,belle.jpg,Mama Odie,belle@disneyhigh.edu DisneyDemo
48172645,Jasmine,9,jasmine.jpg,Grandmother Fa,jasmine@disneyhigh.edu DisneyDemo
81726365,Pocahontas,10,pocahontas.jpg,Mama Odie,pocahontas@disneyhigh.edu DisneyDemo
72635492,Mulan,10,mulan.jpg,Mama Odie,mulan@disneyhigh.edu DisneyDemo
63548183,Tiana,10,tiana.jpg,Mama Odie,tiana@disneyhigh.edu DisneyDemo
54817274,Rapunzel,10,rapunzel.jpg,Mama Odie,rapunzel@disneyhigh.edu DisneyDemo
48172646,Merida,10,merida.jpg,Mama Odie,merida@disneyhigh.edu DisneyDemo
81726366,Moana,9,moana.jpg,Grandmother Fa,moana@disneyhigh.edu DisneyDemo
72635493,Anna,10,anna.jpg,Mama Odie,anna@disneyhigh.edu DisneyDemo
63548184,Elsa,10,elsa.jpg,Mama Odie,elsa@disneyhigh.edu DisneyDemo
54817275,Aladdin,10,aladdin.jpg,Mama Odie,aladdin@disneyhigh.edu DisneyDemo
48172647,Hercules,10,hercules.jpg,Mama Odie,hercules@disneyhigh.edu DisneyDemo
81726367,Tarzan,10,tarzan.jpg,Mama Odie,tarzan@disneyhigh.edu DisneyDemo
72635494,Quasimodo,10,quasimodo.jpg,Mama Odie,quasimodo@disneyhigh.edu DisneyDemo
63548185,"Rider, Flynn",10,riderflynn.jpg,Mama Odie,riderflynn@disneyhigh.edu DisneyDemo
54817276,Kristoff,10,kristoff.jpg,Mama Odie,kristoff@disneyhigh.edu DisneyDemo
48172648,"Eric, Prince",10,ericprince.jpg,Mama Odie,ericprince@disneyhigh.edu DisneyDemo
81726368,"Phillip, Prince",10,phillipprince.jpg,Mama Odie,phillipprince@disneyhigh.edu DisneyDemo
72635495,"Charming, Prince",10,charmingprince.jpg,Mama Odie,charmingprince@disneyhigh.edu DisneyDemo
63548186,"Shang, Li",10,shangli.jpg,Mama Odie,shangli@disneyhigh.edu DisneyDemo
54817277,"Naveen, Prince",10,naveenprince.jpg,Mama Odie,naveenprince@disneyhigh.edu DisneyDemo
48172649,Beast,10,beast.jpg,Mama Odie,beast@disneyhigh.edu DisneyDemo
81726369,Megara,10,megara.jpg,Mama Odie,megara@disneyhigh.edu DisneyDemo
72635496,Esmeralda,10,esmeralda.jpg,Mama Odie,esmeralda@disneyhigh.edu DisneyDemo
63548187,"Porter, Jane",10,porterjane.jpg,Mama Odie,porterjane@disneyhigh.edu DisneyDemo
54817278,Kida,10,kida.jpg,Mama Odie,kida@disneyhigh.edu DisneyDemo
48172650,"Thatch, Milo",10,thatchmilo.jpg,Mama Odie,thatchmilo@disneyhigh.edu DisneyDemo
81726370,"Hawkins, Jim",10,hawkinsjim.jpg,Mama Odie,hawkinsjim@disneyhigh.edu DisneyDemo
72635497,Simba,10,simba.jpg,Mama Odie,simba@disneyhigh.edu DisneyDemo
63548188,Nala,10,nala.jpg,Mama Odie,nala@disneyhigh.edu DisneyDemo
54817279,"Mouse, Mickey",10,mousemickey.jpg,Mama Odie,mousemickey@disneyhigh.edu DisneyDemo
48172651,"Mouse, Minnie",10,mouseminnie.jpg,Mama Odie,mouseminnie@disneyhigh.edu DisneyDemo
81726371,"Duck, Donald",10,duckdonald.jpg,Mama Odie,duckdonald@disneyhigh.edu DisneyDemo
72635498,"Duck, Daisy",10,duckdaisy.jpg,Mama Odie,duckdaisy@disneyhigh.edu DisneyDemo
63548189,Goofy,11,goofy.jpg,Archimedes,goofy@disneyhigh.edu DisneyDemo
54817280,Pluto,10,pluto.jpg,Mama Odie,pluto@disneyhigh.edu DisneyDemo
48172652,Woody,10,woody.jpg,Mama Odie,woody@disneyhigh.edu DisneyDemo
81726372,"Lightyear, Buzz",10,lightyearbuzz.jpg,Mama Odie,lightyearbuzz@disneyhigh.edu DisneyDemo
72635499,Jessie,10,jessie.jpg,Mama Odie,jessie@disneyhigh.edu DisneyDemo
63548190,"Sullivan, James",10,sullivanjames.jpg,Mama Odie,sullivanjames@disneyhigh.edu DisneyDemo
54817281,"Wazowski, Mike",10,wazowskimike.jpg,Mama Odie,wazowskimike@disneyhigh.edu DisneyDemo
48172653,"Incredible, Mr.",11,incrediblemr..jpg,Archimedes,incrediblemr.@disneyhigh.edu DisneyDemo
81726373,Elastigirl,11,elastigirl.jpg,Archimedes,elastigirl@disneyhigh.edu DisneyDemo
72635500,Frozone,11,frozone.jpg,Archimedes,frozone@disneyhigh.edu DisneyDemo
63548191,Syndrome,10,syndrome.jpg,Mama Odie,syndrome@disneyhigh.edu DisneyDemo
54817282,"Mode, Edna",12,modeedna.jpg,Cogsworth,modeedna@disneyhigh.edu DisneyDemo
12345678,Stitch,8,stitch.jpg,King Triton,stitch@disneyhigh.edu DisneyDemo
